10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,13786,18065,10724,4426,1569,588,247,129,54,32,19,8,7,7,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,3,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000000,150232,177507,102694,42456,15772,6030,2555,1261,654,351,208,118,78,39,22,10,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,13786,18065,10724,4426,1569,588,247,129,54,32,19,8,7,7,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,3,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,13786,18065,10724,4426,1569,588,247,129,54,32,19,8,7,7,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,3,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,13786,18065,10724,4426,1569,588,247,129,54,32,19,8,7,7,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,3,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,13786,18065,10724,4426,1569,588,247,129,54,32,19,8,7,7,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,3,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000000,150232,177507,102694,42456,15772,6030,2555,1261,654,351,208,118,78,39,22,10,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,150232,177507,102694,42456,15772,6030,2555,1261,654,351,208,118,78,39,22,10,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,45,121,84,32,10,9,4,2,1,1,2,2,0,3,4,1,0,0,2,0,1,0,0,0,1,4,2,3,0,0,1,1,5,4,3,3,0,1,2,1,2,2,0,1,0,1,2,2,2,2,0,2,0,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,6,7,3,2,4,2,1,2,3,3,7,7,5,5,1,6,4,4,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,45,121,84,32,10,9,4,2,1,1,2,2,0,3,4,1,0,0,2,0,1,0,0,0,1,4,2,3,0,0,1,1,5,4,3,3,0,1,2,1,2,2,0,1,0,1,2,2,2,2,0,2,0,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,6,7,3,2,4,2,1,2,3,3,7,7,5,5,1,6,4,4,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,13786,18065,10724,4426,1569,588,247,129,54,32,19,8,7,7,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,3,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,13786,18065,10724,4426,1569,588,247,129,54,32,19,8,7,7,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,3,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,1135,1721,1095,447,148,57,22,18,4,4,4,3,0,5,5,4,0,0,2,0,1,0,0,0,2,6,4,4,1,0,2,1,7,6,3,5,0,1,2,1,2,4,0,1,1,1,4,2,2,3,2,5,1,1,1,2,4,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,5,9,12,9,6,4,7,2,4,5,3,8,10,11,9,9,5,11,9,7,6,7,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,45,121,84,32,10,9,4,2,1,1,2,2,0,3,4,1,0,0,2,0,1,0,0,0,1,4,2,3,0,0,1,1,5,4,3,3,0,1,2,1,2,2,0,1,0,1,2,2,2,2,0,2,0,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,6,7,3,2,4,2,1,2,3,3,7,7,5,5,1,6,4,4,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
